id,x,y,z,L,W,H,weight,drop_order,fragile,stack_limit
325.0,0.0,0.0,0.0,1.2138922245305552,0.726176922056546,1.1299681623298787,288.32541335204894,5,0,1
51.0,1.2138922245305552,0.0,0.0,1.225667702211647,0.7141144507783954,1.0460023883278853,312.8723867666622,5,0,2
479.0,1.2138922245305552,0.7141144507783954,0.0,1.2254420284952792,0.6974563730408654,0.9821853285526664,275.65062825260094,4,0,1
428.0,1.2138922245305552,1.4115708238192608,0.0,1.16016334620664,0.7291439502626069,1.1100037819012882,245.7927691254884,4,1,1
470.0,2.439559926742202,0.0,0.0,1.220578031552489,0.6832352815393699,0.9693799517683668,149.11338446881197,5,0,1
193.0,0.0,0.726176922056546,0.0,1.1703344457306644,0.7053272650791185,0.6070829372709541,124.16584993506602,5,0,2
500.0,3.6601379582946914,0.0,0.0,1.2389685955836824,0.662204041070569,1.036566929144615,193.87892694799143,2,0,2
486.0,2.439559926742202,0.6832352815393699,0.0,1.1709264083927913,0.6968439213443389,0.6241630739432602,98.65017741226414,4,1,2
241.0,3.6601379582946914,0.662204041070569,0.0,1.2023668674823316,0.6738758499687245,1.0409572294031568,270.47280608738413,5,0,2
155.0,4.899106553878374,0.0,0.0,1.2385203632884807,0.6521616823607757,0.8334474439186028,131.20393322006828,5,0,2
293.0,0.0,1.4315041871356646,0.0,1.1080804485277267,0.7041220752191262,0.7910589040570932,164.84119198700205,2,0,2
81.0,2.439559926742202,1.3800792028837088,0.0,1.140482740700475,0.671395029366783,0.972666361964908,163.4288522242659,3,0,1
365.0,4.899106553878374,0.6521616823607757,0.0,1.2031718470212205,0.6305341426127282,0.9284838086046832,244.69930561113432,2,0,2
56.0,3.6601379582946914,1.3360798910392935,0.0,1.1874993880184934,0.6324380063486779,0.6110908068249195,99.15316869992222,2,0,1
422.0,4.899106553878374,1.2826958249735039,0.0,1.0816945142356431,0.6912018387746596,0.7410048912113656,100.02789172184951,3,0,1
140.0,0.0,0.0,1.1299681623298787,1.2274256661767686,0.6140989141732358,0.8116984612673995,206.54659402994344,4,0,1
446.0,0.0,0.6140989141732358,1.1299681623298787,1.207798861907087,0.3576970800609363,0.4670343252413302,54.0616702426914,3,0,1
