id,L_m,W_m,H_m,weight_kg,fragile,stack_limit,can_rotate,drop_order,volume_m3
1,0.7496320950778901,0.8387131998138216,0.4736603309360543,79.88376488945826,0,2,1,3,0.2978027230261066
2,1.210571445127933,0.7252674564408843,0.7697777863240371,176.7098565239796,0,1,1,1,0.675855715135765
3,1.0355951534491241,0.5666693314004294,1.0445450437774189,113.00862501225602,1,1,1,5,0.6129808272851666
4,0.9289267873576292,0.9196565137948641,0.9277466557199356,188.64079919735582,0,2,1,3,0.7925680033424117
5,0.5748149123539492,0.8293118207877155,0.9894457527250031,115.38606557374194,0,1,1,2,0.4716695834441182
6,0.5747956162689621,0.46383185754142386,0.8667901943698952,57.264976936340325,0,2,0,3,0.23109364948521272
7,0.4964668897345596,0.9876490291456897,0.8945895485498174,122.22035456680216,0,2,1,3,0.43864860354721935
8,1.1429409166199482,0.9257760700462183,1.024832390799215,293.5558749816724,0,2,1,2,1.084382685308232
9,0.9308920093945671,1.0148599393043467,0.5272244473531242,141.12851344600458,0,1,1,4,0.49808212032417903
10,1.0164580622368364,0.858003655871852,0.7262227198238065,196.3597052762204,0,2,1,4,0.6333567959441361
11,0.46646759543664196,0.779390637155053,0.5036038367102698,58.26076846158477,0,2,0,1,0.18309045080109887
12,1.2259278817295955,0.6427701254034333,1.1397644466372168,271.3057580653098,0,1,1,1,0.8981227791818495
13,1.1159541126403374,1.0029099383478093,1.103569251939889,422.95203567765753,1,1,1,4,1.2351163293568357
14,0.619871288542621,0.9562447226502859,0.3527242534358599,38.281870189173404,0,2,1,5,0.20907682447894121
15,0.5954599737656805,0.38165306907433255,0.9056273931880214,43.89606725554578,0,1,1,3,0.20581209030910805
16,0.596723607882747,0.36845688214807637,1.0879561034550025,43.364544267286085,0,2,1,5,0.23920555763216547
17,0.6933937943676303,0.6135243568146347,0.4698775364556868,57.982950051725965,0,1,0,3,0.19989247369906948
18,0.8698051453057902,0.917387331547283,0.7913945413586824,210.07536386978143,1,2,1,4,0.6314918665589345
19,0.7955560149136927,1.041093290520461,1.0798552869980746,198.01034250366183,0,1,1,1,0.8943880134499612
20,0.6829833121584336,0.4552918237724697,0.34817516222621303,36.550629291250914,0,2,1,1,0.1082674056649193
21,0.9394823157779035,0.7658915007464946,0.898858821814877,123.04433916373121,1,1,1,5,0.6467662435935607
22,0.5615950885216334,0.6166235996417151,0.5667996761192171,66.50982618248798,0,1,0,1,0.1962786383947715
23,0.6837157188281746,1.0289400784702223,1.0872488421625202,183.4003051251578,1,1,1,4,0.7648822844354318
24,0.7430894746349535,0.9394832461949961,1.125978343487255,155.04528858930195,0,1,1,5,0.7860681270885466
25,0.8148559873736287,0.9368300932977965,1.10374118596415,221.2588677769464,0,2,1,3,0.8425757243102046
26,1.078140769114411,0.6780852118564792,0.7135977998256948,116.6772172280819,0,1,1,1,0.5216908796418918
27,0.6097390257266878,0.6403736516363656,1.03549540032113,92.35825230197857,0,1,1,2,0.40432036908444585
28,0.8613875507308892,0.5413849503514944,1.0209760007841082,110.57476014035545,1,1,1,1,0.47612425192144997
29,0.9239316550896339,0.389462847655649,0.5848533927919022,66.61106423238154,0,1,0,3,0.21045192155101378
30,0.4871603301759982,0.9553056633785373,1.0079998435450621,127.43722333556033,0,2,1,5,0.4691100457575154
31,0.9360358815211507,0.9190307063910543,0.3507163368138589,70.2731792457125,0,1,1,3,0.3017022267669541
32,0.5864192989498332,1.0498023713002915,0.8149039991401039,142.35359647330822,0,1,1,2,0.5016747615812865
33,0.5020412743882237,1.0476457859517339,0.5109073349487935,81.08434233807169,0,1,1,4,0.26871755018125826
34,1.2091084298026666,0.7388021939218392,0.4200705151951414,84.93537384016437,1,1,0,1,0.37524561412051394
35,1.2225056264596474,0.8882911906263574,0.3838711573522436,104.34180882521837,0,2,1,5,0.41686142022352635
36,1.096717878493169,1.0113360109176996,0.8979196839788559,199.90327590582268,0,1,1,4,0.9959278727972999
37,0.6936910153386966,0.9447531734741881,0.6020962199274948,83.17856760697958,0,2,1,3,0.3945938658122012
38,0.5281376912051071,0.5231436712202384,0.921556420368872,75.31363452161115,0,1,0,5,0.25461856575829384
39,0.9973864212097256,0.6653808947170654,0.37424576286312217,52.36643222854285,0,2,1,4,0.2483651576527616
40,0.8021219949916811,0.44041159060604645,0.5816909803994066,55.333992338114044,0,2,1,5,0.2054903799327941
41,0.5476305878758231,1.0178357190811056,0.7677777726715298,128.6175155981078,0,1,1,2,0.4279577743561936
42,0.8461415280890161,0.7743222441156161,0.9763002268163397,126.76052307313533,0,1,1,2,0.6396584423734384
43,0.4775108168921747,0.5100499638524238,0.584564577433618,39.358102191954096,0,3,1,1,0.1423732602426018
44,1.1774563216630256,0.8201904790840997,0.8394898424427175,181.2914051142177,0,2,1,1,0.8107276314588786
45,0.6570239852800135,0.7826897683205272,1.0553615310360351,186.5299614582131,0,1,0,2,0.5427153939863114
46,0.9800178274831857,0.6007139026229884,0.8311664461913126,128.3000780441383,0,2,1,5,0.48931627597028027
47,0.6993688608715287,0.4294903145397403,0.513356364045516,48.883640659374684,0,2,0,2,0.15419795582922108
48,0.8660544169422486,0.8201012369149597,0.34025264869192656,66.10474631538037,0,2,1,1,0.24166522582797237
49,0.8873682234746237,0.7142153906326554,1.0421820653377716,123.76567356167455,0,1,1,2,0.6605058560641822
50,0.5978835644204217,0.8906228742149476,0.3376536110058213,51.715972693391194,0,2,0,2,0.17979675891099062
51,1.225667702211647,0.7141144507783954,1.0460023883278853,312.8723867666622,0,2,1,5,0.915531391254392
